Author,Comment,sentiment_label
Dean Crow,justin trudeau you good person good job can canada Canada strong Well done good job approvalWell done good job approvalWell done good job approvalWell done good job approvalWell done good job approvalWell done good job approvalWell done good job approval good person justin trudeau,positive
anonymous anonymous,so here we all are  another minority govt and at what cost to the taxpayers,negative
Goreu 932,i have a feeling a lot more rocks are going to be thrown,negative
Jacqueline Anne Poitras,ready for what Ponder question,neutral
HAMR,more pointless spending more inflation more bills passed because of his feelings well done canada,negative
Penrose,every option in the election was bad and it feels like the masses are so overly medicated and compliant to the state sponsored media that they keep supporting these people,negative
Ana Lukic,not sure why people do nt want change,negative
Happynewyear1945,what a class act jt 4 ever,positive
WholeTruthNothingBut,congratulations canada you just reelected a giant toddler who spent 650 million to keep a minority government and have rocks thrown at his head,negative
Jennifer Lambert,canada is forever ruined as long as he s in charge thumbsdown slightlyfrowningface Sad concern disappointedAnnoyed skeptic irritated,negative
Doug Raddi,congratulations to trudeau our liberals are in office for another four more years yesss cry everybody all of you who thought justin was going to lose cry,positive
hanna elfar,you have to love the ppc voters comments,positive
Alex Lane,this election was a waste of time and money  something the liberals could care less about,negative
v,how is that possible  are people that blind can t they see what trudeau is planning it makes me sick tout see that he won he is as bad as macron  it is a sad day  very sad day indeed Upset pain,negative
M L,fantastic this is only of victory of imagination trudeau did and will continue to do what he does best waste money good luck to us,positive
Relax Your Mind,at last a cat comes back to its skin waste money and time,negative
Gutigwolfe's Den,canadians must love bending over for this guy how could you willingly vote for this clown again i have lost all faith in this country i really did nt realize how much people loved this criminal,negative
Jacob Cary,what a joke over half a billion for this people voting does matter i m in my 20s and still vote just to hope to get rid of trash like him,negative
Willy Bowles,this is the end of canada,negative
loretta pottle,you only got the minority you said you were going to resign so do what you said you were going to do resign now,negative
Alice Gauteng,accept the results the people have spoken period any whining makes you look like a cheap version of trumpians,negative
Sean Mulcahy,so why did you waste millions of dollars with this election,negative
Stephen Hawking,perfect good bye canada im leaving,negative
Herb Fodor,this country is one step further into bankruptcy and our freedoms one step further into socialism,negative
dlamb,so the election was votes sept 20 2021 early votes mail in ballots military votes,neutral
Scottie,this just in canadian voters condone racism,negative
Al Yours,this is more of that big lie  no way he won  it is so infuriating really fraud,negative
monsterrun,who votes doesnt matter  its who count the votes that matter  the hypocrisy of the rulling class spiting in the face of the people,negative
Sam Cook,i give up on my fellow countrymen you will get what you deserve,negative
Harry Virdi,such a sad day for this country,negative
Chris Heard,i do nt think i ll ever vote again this is so disappointing,negative
Chinese Globalism,now he  s going to enact harsher lockdown policies as revenge for the people standing against him just like newsom and california,negative
